eval,J,J_nonqs,J_res,J_iota,J_mr,J_beta,J_surface_reg,weighted_residual_norm,iota,major_radius,target_plasma_beta,achieved_plasma_beta,reference_magnetic_pressure,pressure_jump,boozer_norm,normal_norm,pressure_norm,jump_norm,sheet_current_norm
5.600000000000000000e+01,1.086868342068537940e-02,1.178344356162910829e-04,1.074702758732984723e-02,6.660190832920505410e-07,3.725409381862212264e-09,3.150813771814541666e-06,8.394747529950894368e-10,1.466085098985038249e-01,-3.424148853559598749e-01,1.461346936605219193e+00,2.999999999999999889e-02,3.079382791231028565e-02,8.757479056122626644e+05,2.627243716836788008e+04,2.170997053093756467e-14,1.075301254777897252e-02,4.783485487517417922e-02,1.381674873292484396e-01,2.195092543562690553e+05
5.700000000000000000e+01,1.086868362610085743e-02,1.178343772764550555e-04,1.074702784946940035e-02,6.660195301064753965e-07,3.726318097302590725e-09,3.150814051560262967e-06,8.394552355305053431e-10,1.466085116865279425e-01,-3.424148857431005277e-01,1.461346926078345154e+00,2.999999999999999889e-02,3.079382794755038122e-02,8.757479130400100257e+05,2.627243739120029932e+04,2.298218646352768605e-14,1.075301896479719313e-02,4.783486113436071635e-02,1.381674865601091595e-01,2.195092543081983458e+05
5.800000000000000000e+01,1.086868382644216868e-02,1.178344196677853019e-04,1.074702801797646282e-02,6.660087743741533182e-07,3.726244036072959166e-09,3.150814326607426442e-06,8.394529038430937668e-10,1.466085128358954603e-01,-3.424148764238012510e-01,1.461346926936248014e+00,2.999999999999999889e-02,3.079382798219858913e-02,8.757479176726245787e+05,2.627243753017873678e+04,1.977426500805884471e-14,1.075304499778851307e-02,4.783486565649949784e-02,1.381674841880429772e-01,2.195092471252684772e+05
5.900000000000000000e+01,1.086868432053998690e-02,1.178344723196056784e-04,1.074702845724746607e-02,6.660110941442399344e-07,3.726272413430165364e-09,3.150814151847127555e-06,8.394545090829822602e-10,1.466085158321130122e-01,-3.424148784337713303e-01,1.461346926607532293e+00,2.999999999999999889e-02,3.079382796018370616e-02,8.757479187788417330e+05,2.627243756336525257e+04,2.519472531539863660e-14,1.075305468309529708e-02,4.783485931488497267e-02,1.381674888090626829e-01,2.195092471794111480e+05
6.000000000000000000e+01,1.086868345693800704e-02,1.178344362278727233e-04,1.074702763872591865e-02,6.660022792459292035e-07,3.725847827261196268e-09,3.150814431140249507e-06,8.394260023900611754e-10,1.466085102490705949e-01,-3.424148707960639748e-01,1.461346931525955739e+00,2.999999999999999889e-02,3.079382799536678483e-02,8.757479189515204635e+05,2.627243756854561434e+04,2.131438463455228337e-14,1.075300216536257715e-02,4.783485769450223496e-02,1.381674875331757313e-01,2.195091936625238741e+05
6.100000000000000000e+01,1.086868333530728939e-02,1.178344690363656113e-04,1.074702751341214194e-02,6.659740454356849848e-07,3.725283179116913437e-09,3.150814099927877982e-06,8.394302389020375741e-10,1.466085093943195472e-01,-3.424148463324148683e-01,1.461346938067296986e+00,2.999999999999999889e-02,3.079382795364334069e-02,8.757479188582055504e+05,2.627243756574616418e+04,2.262573169640693958e-14,1.075299243017903590e-02,4.783485966622803148e-02,1.381674867012245567e-01,2.195092002596438979e+05
6.200000000000000000e+01,1.086868324748072219e-02,1.178344715816352975e-04,1.074702736997262299e-02,6.660265205616688358e-07,3.726083968803984230e-09,3.150813879696228919e-06,8.394422356734307711e-10,1.466085084159348684e-01,-3.424148917999368380e-01,1.461346928790447919e+00,2.999999999999999889e-02,3.079382792590034529e-02,8.757479180967499269e+05,2.627243754290249854e+04,2.282978347269116283e-14,1.075297471427692775e-02,4.783486026905486160e-02,1.381674868331162764e-01,2.195091867590266047e+05
6.300000000000000000e+01,1.086868327829172698e-02,1.178344423189572421e-04,1.074702743189962992e-02,6.660244085405279143e-07,3.726254786456757026e-09,3.150813962943423186e-06,8.394468713519552081e-10,1.466085088383319579e-01,-3.424148899699926418e-01,1.461346926811718294e+00,2.999999999999999889e-02,3.079382793638715116e-02,8.757479181160676526e+05,2.627243754348202856e+04,2.468633385002020336e-14,1.075298426529323545e-02,4.783485613954473886e-02,1.381674879676788315e-01,2.195091960461955750e+05
6.400000000000000000e+01,1.086646722825159589e-02,1.181506358659299363e-04,1.074476990134792635e-02,3.882550947821687011e-07,2.456409394895484585e-09,3.155642158073080043e-06,3.373754890633423403e-10,1.465931096699154279e-01,-3.421419439331674361e-01,1.461363163227589412e+00,2.999999999999999889e-02,3.079443592039548053e-02,8.758939724807933671e+05,2.627681917442379927e+04,2.325549562076556754e-14,1.029831016386865972e-02,4.784145671005558820e-02,1.381834998482976973e-01,2.193868706225465576e+05
6.500000000000000000e+01,1.086646718137855051e-02,1.181506345440469849e-04,1.074476978836123864e-02,3.883257706532804525e-07,2.455705591507977545e-09,3.155639605827128840e-06,3.373911913678764607e-10,1.465931088991651032e-01,-3.421420241338062884e-01,1.461363173269517146e+00,2.999999999999999889e-02,3.079443559913024042e-02,8.758939598270171555e+05,2.627681879481051510e+04,2.362601159573625218e-14,1.029840081020257092e-02,4.784149291091937400e-02,1.381834797417164085e-01,2.193871871586333436e+05
6.600000000000000000e+01,1.086646736811761396e-02,1.181505760940369890e-04,1.074477002754117318e-02,3.883307834557574777e-07,2.456442697174988660e-09,3.155639876409815854e-06,3.373798425157251157e-10,1.465931105307556603e-01,-3.421420298218914025e-01,1.461363162752465250e+00,2.999999999999999889e-02,3.079443563318997809e-02,8.758939672562096966e+05,2.627681901768628813e+04,1.890985961191969306e-14,1.029839901659401757e-02,4.784150046963509678e-02,1.381834789893179316e-01,2.193871744228321768e+05
6.700000000000000000e+01,1.086646747263722047e-02,1.181506182962962001e-04,1.074477009464791001e-02,3.883258031213153469e-07,2.456383101389808088e-09,3.155640129761223531e-06,3.373770297290503539e-10,1.465931109885311723e-01,-3.421420241706482623e-01,1.461363163602721560e+00,2.999999999999999889e-02,3.079443566508071814e-02,8.758939718908972573e+05,2.627681915672691684e+04,2.168962826255144211e-14,1.029841912605349540e-02,4.784150257092955466e-02,1.381834772487495755e-01,2.193871887459730497e+05
6.800000000000000000e+01,1.086646770515075321e-02,1.181506710525968709e-04,1.074477027022642181e-02,3.883302555683454582e-07,2.456406236000629301e-09,3.155639831892014289e-06,3.373780388609515477e-10,1.465931121862580622e-01,-3.421420292228931626e-01,1.461363163272657584e+00,2.999999999999999889e-02,3.079443562758627656e-02,8.758939729980244301e+05,2.627681918994073203e+04,2.343602967117170376e-14,1.029841167130936437e-02,4.784149819648109841e-02,1.381834805894582296e-01,2.193871713355843094e+05
6.900000000000000000e+01,1.086646739703715434e-02,1.181506351539619490e-04,1.074477000148667954e-02,3.883268900403049296e-07,2.456063862010100717e-09,3.155640081767124635e-06,3.373608434362989610e-10,1.465931103530222490e-01,-3.421420254039909126e-01,1.461363168157502779e+00,2.999999999999999889e-02,3.079443565903943608e-02,8.758939731729886262e+05,2.627681919518965879e+04,2.260260094882892961e-14,1.029838718841418442e-02,4.784149955523740727e-02,1.381834799988663209e-01,2.193871178626072069e+05
7.000000000000000000e+01,1.086646730339548700e-02,1.181506681461566728e-04,1.074476990434732222e-02,3.882979860794820276e-07,2.455605064706060336e-09,3.155639947848126969e-06,3.373630160579632805e-10,1.465931096903761166e-01,-3.421419926056624150e-01,1.461363174703959711e+00,2.999999999999999889e-02,3.079443564218231275e-02,8.758939730814854847e+05,2.627681919244456367e+04,2.397325081637021378e-14,1.029837068921439849e-02,4.784149803954101943e-02,1.381834810502860500e-01,2.193871248063765233e+05
7.100000000000000000e+01,1.086646719560245729e-02,1.181506707217083832e-04,1.074476976417289807e-02,3.883272412095825610e-07,2.456253838455656914e-09,3.155639842456784767e-06,3.373703458327134485e-10,1.465931087341618422e-01,-3.421420258024673866e-01,1.461363165446958323e+00,2.999999999999999889e-02,3.079443562891612252e-02,8.758939723178923596e+05,2.627681916953677137e+04,2.125062285844836350e-14,1.029837086951345369e-02,4.784149842889308391e-02,1.381834798876405979e-01,2.193871061515718466e+05
7.200000000000000000e+01,1.086646718710032947e-02,1.181506413387492098e-04,1.074476978718272996e-02,3.883249088051451450e-07,2.456392364661813537e-09,3.155639904149869167e-06,3.373735325892599880e-10,1.465931088911257840e-01,-3.421420231558535141e-01,1.461363163470561277e+00,2.999999999999999889e-02,3.079443563668177175e-02,8.758939723365757382e+05,2.627681917009727113e+04,2.365727726825670557e-14,1.029837939531981321e-02,4.784149239533605491e-02,1.381834815076770084e-01,2.193871469297694857e+05
